trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
675,False,"{'a': 0.15, 'e': 0.0010185887208423224}",20,10,19.95368540484301,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.15, 'e': 0.0010084028336338991}",20,2,27.896459422688075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.15, 'e': 0.0009983188052975602}",20,11,17.947691433398592,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.15, 'e': 0.0009883356172445846}",20,9,20.03979817592593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.15, 'e': 0.0009784522610721386}",25,8,31.06921574459025,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.15, 'e': 0.0009686677384614172}",20,14,11.139368915955048,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.15, 'e': 0.000958981061076803}",20,14,10.614445131526148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.15, 'e': 0.000949391250466035}",20,0,27.932960096931343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.15, 'e': 0.0009398973379613747}",25,9,29.06323543608166,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.15, 'e': 0.0009304983645817609}",25,15,18.37258640092379,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.15, 'e': 0.0009211933809359433}",20,7,22.420306255997517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.15, 'e': 0.0009119814471265839}",20,15,11.58475791273612,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.15, 'e': 0.000902861632655318}",25,2,40.661495416991876,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.15, 'e': 0.0008938330163287649}",30,23,15.88340320660271,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.15, 'e': 0.0008848946861654772}",25,15,22.687827169337293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.15, 'e': 0.0008760457393038224}",20,6,28.162782864985765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.15, 'e': 0.0008672852819107841}",30,22,16.157063938428678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.15, 'e': 0.0008586124290916763}",30,7,41.90492850430929,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.15, 'e': 0.0008500263048007595}",20,16,9.126023970170746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.15, 'e': 0.000841526041752752}",20,11,18.34408384647935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.15, 'e': 0.0008331107813352245}",20,14,9.214252187450692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.15, 'e': 0.0008247796735218723}",25,7,31.820991799111898,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.15, 'e': 0.0008165318767866535}",30,16,26.473620324318045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.15, 'e': 0.0008083665580187869}",20,0,31.27484120720301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
699,False,"{'a': 0.15, 'e': 0.0008002828924385991}",20,8,21.36154300923819,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.15, 'e': 0.0007922800635142131}",20,13,12.05354531609637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.15, 'e': 0.000784357262879071}",25,16,17.080273446123883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.15, 'e': 0.0007765136902502803}",20,14,11.37989963990747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.15, 'e': 0.0007687485533477774}",25,15,18.630270176884842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.15, 'e': 0.0007610610678142996}",25,14,23.54223367798526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.15, 'e': 0.0007534504571361565}",20,8,20.294189184527593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.15, 'e': 0.0007459159525647949}",20,16,7.881378989306548,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.15, 'e': 0.000738456793039147}",20,13,14.66816479117344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.15, 'e': 0.0007310722251087556}",25,17,14.562774668002058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.15, 'e': 0.000723761502857668}",25,16,18.51582482840458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.15, 'e': 0.0007165238878290913}",20,0,29.037384579211704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
711,False,"{'a': 0.15, 'e': 0.0007093586489508004}",20,10,18.9264200302404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.15, 'e': 0.0007022650624612924}",25,18,16.881650153674126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.15, 'e': 0.0006952424118366794}",20,14,9.64765144527415,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.15, 'e': 0.0006882899877183127}",20,12,16.000672492416697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.15, 'e': 0.0006814070878411295}",20,15,11.03965879233391,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.15, 'e': 0.0006745930169627183}",25,13,23.404561808403344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.15, 'e': 0.0006678470867930911}",25,8,29.260542969055276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.15, 'e': 0.0006611686159251602}",25,18,11.632240598530041,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.15, 'e': 0.0006545569297659086}",20,14,9.119117340094533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.15, 'e': 0.0006480113604682495}",25,18,17.087028639923904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.15, 'e': 0.000641531246863567}",25,11,26.5347523516139,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.15, 'e': 0.0006351159343949313}",20,13,14.19834333029279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.15, 'e': 0.000628764775050982}",20,0,31.582495290754377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
724,False,"{'a': 0.15, 'e': 0.0006224771273004722}",20,16,10.089148212738678,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.15, 'e': 0.0006162523560274675}",25,13,25.10423850149523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.15, 'e': 0.0006100898324671928}",20,12,13.495140841377449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.15, 'e': 0.0006039889341425209}",30,19,23.951911828624745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.15, 'e': 0.0005979490448010956}",20,12,13.861056896642893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.15, 'e': 0.0005919695543530846}",25,8,27.068500599668027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.15, 'e': 0.0005860498588095538}",25,20,9.39027709605988,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.15, 'e': 0.0005801893602214583}",20,6,25.615842188072822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.15, 'e': 0.0005743874666192437}",25,13,25.145825402253653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.15, 'e': 0.0005686435919530512}",20,9,20.358493886599014,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.15, 'e': 0.0005629571560335207}",20,9,19.939125464204306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.15, 'e': 0.0005573275844731855}",20,5,25.81506898127288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.15, 'e': 0.0005517543086284536}",20,7,22.492467759926658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.15, 'e': 0.0005462367655421691}",25,15,15.818579047323759,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.15, 'e': 0.0005407743978867475}",30,9,31.26627405885424,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.15, 'e': 0.00053536665390788}",20,10,19.731647864616008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.15, 'e': 0.0005300129873688011}",25,18,11.657820151529178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.15, 'e': 0.0005247128574951131}",25,13,25.33512586933617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.15, 'e': 0.000519465728920162}",20,14,11.520511901077196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.15, 'e': 0.0005142710716309603}",20,6,25.114931992407627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.15, 'e': 0.0005091283609146508}",30,16,26.59018330447384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.15, 'e': 0.0005040370773055043}",25,3,30.334986914550758,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.15, 'e': 0.0004989967065324492}",25,13,22.37554648327462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,15,14.202847146583363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,11,15.827651621178838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,3,29.874184585121995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,20.774776823492026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,9,27.53855810879113,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,12.39385765725696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,13,21.258664302556557,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,17,14.975326834532247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,22,23.78924824380741,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,10.201377537800251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,2,26.08691076404715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,20,19.011896211316117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,23,22.194663696910787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,14,13.167871123905892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,16,5.2896704795471035,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,16,18.15184201686361,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,13,22.98370847831532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,11,26.02042367071684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,15,18.72030420576665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,12,24.5870657634952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
