trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.15, 'e': 0.14020177435804057}",35,16,25.475244234995664,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.15, 'e': 0.13879975661446017}",35,13,18.266128562445978,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.15, 'e': 0.13741175904831557}",25,6,25.31526553952043,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.15, 'e': 0.1360376414578324}",25,11,24.87668101417698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.15, 'e': 0.13467726504325409}",25,0,13.896132625420648,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
190,False,"{'a': 0.15, 'e': 0.13333049239282155}",25,8,-1.5440047353352666,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.15, 'e': 0.13199718746889333}",30,19,-20.742057976160996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.15, 'e': 0.1306772155942044}",30,18,20.484106306258226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.15, 'e': 0.12937044343826234}",20,3,22.845645425960367,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.15, 'e': 0.12807673900387972}",25,0,-78.00002080882683,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
195,False,"{'a': 0.15, 'e': 0.12679597161384093}",20,0,27.261615344417457,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.15, 'e': 0.12552801189770252}",25,15,18.16520611046248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.15, 'e': 0.1242727317787255}",30,0,46.92463727931415,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.15, 'e': 0.12303000446093824}",20,7,-19.752019364532295,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
199,False,"{'a': 0.15, 'e': 0.12179970441632886}",20,12,15.039932914309194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.15, 'e': 0.12058170737216556}",20,10,21.405210962817577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.15, 'e': 0.1193758902984439}",25,14,18.73570016522803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.15, 'e': 0.11818213139545947}",20,6,22.612947943030367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.15, 'e': 0.11700031008150487}",20,12,5.827727980673668,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.15, 'e': 0.11583030698068982}",20,12,-9.126746066464186,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.15, 'e': 0.11467200391088292}",20,1,-11.989154533398962,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.15, 'e': 0.11352528387177409}",25,17,16.21405384996746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.15, 'e': 0.11239003103305635}",20,8,14.265106567302823,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.15, 'e': 0.11126613072272579}",35,24,20.731481715712,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.15, 'e': 0.11015346941549853}",25,18,10.429989463099776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.15, 'e': 0.10905193472134354}",30,18,-4.278125190354544,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.15, 'e': 0.1079614153741301}",30,10,31.80037171707498,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.15, 'e': 0.1068818012203888}",20,14,12.76879521040409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.15, 'e': 0.10581298320818491}",20,1,23.529770415422167,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.15, 'e': 0.10475485337610306}",25,4,21.68427426566944,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.15, 'e': 0.10370730484234203}",20,0,7.645502771903945,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
216,False,"{'a': 0.15, 'e': 0.10267023179391861}",20,10,17.48100949749469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.15, 'e': 0.10164352947597942}",20,15,8.564630638028648,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.15, 'e': 0.10062709418121962}",20,16,8.162336982661786,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.15, 'e': 0.09962082323940742}",20,14,10.199807641641913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.15, 'e': 0.09862461500701335}",25,17,13.197851193834477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.15, 'e': 0.09763836885694321}",30,7,39.29047886874986,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.15, 'e': 0.09666198516837378}",20,10,16.052733214335532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.15, 'e': 0.09569536531669004}",30,22,-7.2626531982522025,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.15, 'e': 0.09473841166352313}",20,11,9.771727954136578,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.15, 'e': 0.0937910275468879}",20,15,8.615162229886241,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.15, 'e': 0.09285311727141901}",30,22,13.320629575418426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.15, 'e': 0.09192458609870482}",30,4,39.85319346111837,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.15, 'e': 0.09100534023771778}",25,14,16.189445153419936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.15, 'e': 0.0900952868353406}",30,22,12.789994675221532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.15, 'e': 0.08919433396698719}",25,7,11.681012199074512,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.15, 'e': 0.08830239062731732}",20,7,27.603541685226038,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.15, 'e': 0.08741936672104414}",20,13,14.46087098000418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.15, 'e': 0.08654517305383369}",20,8,23.240799272455945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.15, 'e': 0.08567972132329535}",30,20,20.96611511485575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.15, 'e': 0.0848229241100624}",20,9,2.2298134422329925,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.15, 'e': 0.08397469486896177}",25,10,21.725232311774604,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.15, 'e': 0.08313494792027215}",25,17,11.096636533413774,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.15, 'e': 0.08230359844106942}",20,2,29.08602808576469,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.15, 'e': 0.08148056245665873}",25,18,12.24001740115145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.15, 'e': 0.08066575683209214}",25,14,20.1777769241458,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.15, 'e': 0.07985909926377122}",20,6,23.992933569624707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.15, 'e': 0.0790605082711335}",20,12,15.476147209135108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.15, 'e': 0.07826990318842217}",20,12,16.568491174193113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.15, 'e': 0.07748720415653794}",20,12,13.683770685743722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.15, 'e': 0.07671233211497255}",25,9,27.114101738674247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.15, 'e': 0.07594520879382283}",25,13,25.320702816097775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.15, 'e': 0.0751857567058846}",25,3,25.281474286577513,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.15, 'e': 0.07443389913882574}",20,0,7.371152627835891,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
249,False,"{'a': 0.15, 'e': 0.07368956014743748}",25,11,26.844284861356147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.15, 'e': 0.07295266454596311}",30,11,31.248959858848227,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.15, 'e': 0.07222313790050347}",20,8,21.25255423078269,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.15, 'e': 0.07150090652149843}",25,14,19.064340936501683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.15, 'e': 0.07078589745628344}",20,11,12.288917928921858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.15, 'e': 0.0700780384817206}",25,16,12.913717696603902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.15, 'e': 0.0693772580969034}",20,8,14.844677590003151,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.15, 'e': 0.06868348551593437}",20,13,11.992890131205119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.15, 'e': 0.06799665066077502}",30,17,18.366473144706383,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.15, 'e': 0.06731668415416728}",25,15,16.599006892175126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.15, 'e': 0.0666435173126256}",20,15,10.487291638792552,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.15, 'e': 0.06597708213949935}",30,19,20.558641456995083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.15, 'e': 0.06531731131810435}",20,12,14.764313008443828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.15, 'e': 0.06466413820492331}",25,16,20.89183252780382,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.15, 'e': 0.06401749682287408}",25,18,10.214532567151524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.15, 'e': 0.06337732185464534}",30,20,18.445731242908117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.15, 'e': 0.06274354863609889}",20,16,9.866987665479549,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.15, 'e': 0.0621161131497379}",20,15,-2.076804470056203,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.15, 'e': 0.061494952018240526}",20,10,16.825105403843715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.15, 'e': 0.06088000249805812}",25,11,-55.89834585860128,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
269,False,"{'a': 0.15, 'e': 0.06027120247307754}",25,11,27.16457089457662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.15, 'e': 0.05966849044834676}",30,13,6.242907886303136,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.15, 'e': 0.05907180554386329}",20,0,27.915793558246257,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.15, 'e': 0.058481087488424656}",25,9,28.665565127408858,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.15, 'e': 0.05789627661354041}",25,16,18.765129144643495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.15, 'e': 0.057317313847405}",20,16,6.493884386554045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.15, 'e': 0.056744140708930954}",30,9,29.34420419486138,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.15, 'e': 0.056176699301841646}",25,11,20.974631925684584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.15, 'e': 0.05561493230882323}",35,21,23.576995260629793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.15, 'e': 0.055058782985734994}",25,11,23.666347486170764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.15, 'e': 0.054508195155877646}",20,9,19.294557872293773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.15, 'e': 0.05396311320431887}",20,10,18.50263516720266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.15, 'e': 0.05342348207227568}",20,15,7.538223762985476,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.15, 'e': 0.052889247251552925}",30,18,14.558665420628671,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.15, 'e': 0.052360354779037395}",20,14,9.53937720800003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.15, 'e': 0.05183675123124702}",25,19,12.492542983386373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.15, 'e': 0.05131838371893455}",20,7,13.554359684309796,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.15, 'e': 0.05080519988174521}",25,12,22.50222434781483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.15, 'e': 0.05029714788292775}",35,9,23.793431998436365,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
288,False,"{'a': 0.15, 'e': 0.04979417640409847}",35,12,36.08218004079796,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.15, 'e': 0.04929623464005749}",35,15,37.096314085183934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.15, 'e': 0.04880327229365691}",35,16,31.34987259275534,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.15, 'e': 0.04831523957072034}",30,18,20.272935146054984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.15, 'e': 0.04783208717501314}",25,14,21.865159094056853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.15, 'e': 0.047353766303263004}",25,9,25.958710330010813,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.15, 'e': 0.04688022864023037}",20,8,22.814850745512512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.15, 'e': 0.04641142635382807}",25,9,25.253676639285647,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.15, 'e': 0.04594731209028979}",20,12,15.357969183203547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.15, 'e': 0.045487838969386886}",20,12,3.242285400484843,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.15, 'e': 0.04503296057969302}",25,19,9.621041544254991,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.15, 'e': 0.04458263097389609}",20,0,-12.681538655639716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
300,False,"{'a': 0.15, 'e': 0.04413680466415713}",20,0,24.97542016619005,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.15, 'e': 0.04369543661751556}",20,14,10.494888691373971,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.15, 'e': 0.0432584822513404}",30,23,12.415933454197036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.15, 'e': 0.042825897428826996}",30,20,19.552755250997922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.15, 'e': 0.04239763845453873}",30,12,23.53450345898497,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.15, 'e': 0.04197366206999334}",20,15,7.918018886059924,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.15, 'e': 0.04155392544929341}",20,12,17.176242459298347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.15, 'e': 0.04113838619480047}",20,13,13.530808031571446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
